1;421892;421890;1
2;421892;421883;1
3;421890;421883;1
4;20080811;290799;1
5;20080326;272567;1
6;20080326;272608;1
7;20080326;272609;1
8;20080326;272610;1
9;20080116;262650;1
10;20080112;261990;1
